record_id,student_id,academic_year,level,term,record_date,academic_scores
208,S018,2022/2023,7,Q4,2023-07-31,"{""pendidikan_agama"": 81, ""pendidikan_pancasila"": 87, ""bahasa_indonesia"": 98, ""matematika"": 68, ""bahasa_inggris"": 79, ""fisika"": 80, ""kimia"": 98, ""biologi"": 72, ""sosiologi"": 90, ""ekonomi"": 80, ""geografi"": 71, ""pjok"": 85, ""informatika"": 80, ""seni_dan_prakarya"": 78}"
209,S018,2023/2024,8,Q1,2023-10-31,"{""pendidikan_agama"": 100, ""pendidikan_pancasila"": 91, ""bahasa_indonesia"": 96, ""matematika"": 75, ""bahasa_inggris"": 80, ""fisika"": 84, ""kimia"": 77, ""biologi"": 85, ""sosiologi"": 83, ""ekonomi"": 67, ""geografi"": 96, ""pjok"": 72, ""informatika"": 97, ""seni_dan_prakarya"": 94}"
210,S018,2023/2024,8,Q2,2024-01-31,"{""pendidikan_agama"": 71, ""pendidikan_pancasila"": 95, ""bahasa_indonesia"": 61, ""matematika"": 89, ""bahasa_inggris"": 73, ""fisika"": 88, ""kimia"": 78, ""biologi"": 64, ""sosiologi"": 86, ""ekonomi"": 91, ""geografi"": 68, ""pjok"": 100, ""informatika"": 79, ""seni_dan_prakarya"": 75}"
211,S018,2023/2024,8,Q3,2024-04-30,"{""pendidikan_agama"": 76, ""pendidikan_pancasila"": 69, ""bahasa_indonesia"": 87, ""matematika"": 84, ""bahasa_inggris"": 64, ""fisika"": 88, ""kimia"": 98, ""biologi"": 90, ""sosiologi"": 97, ""ekonomi"": 85, ""geografi"": 94, ""pjok"": 92, ""informatika"": 86, ""seni_dan_prakarya"": 94}"
212,S018,2023/2024,8,Q4,2024-07-31,"{""pendidikan_agama"": 62, ""pendidikan_pancasila"": 83, ""bahasa_indonesia"": 94, ""matematika"": 98, ""bahasa_inggris"": 100, ""fisika"": 65, ""kimia"": 66, ""biologi"": 75, ""sosiologi"": 82, ""ekonomi"": 70, ""geografi"": 99, ""pjok"": 62, ""informatika"": 96, ""seni_dan_prakarya"": 85}"
213,S018,2024/2025,9,Q1,2024-10-31,"{""pendidikan_agama"": 81, ""pendidikan_pancasila"": 87, ""bahasa_indonesia"": 66, ""matematika"": 60, ""bahasa_inggris"": 66, ""fisika"": 76, ""kimia"": 74, ""biologi"": 92, ""sosiologi"": 93, ""ekonomi"": 95, ""geografi"": 97, ""pjok"": 96, ""informatika"": 74, ""seni_dan_prakarya"": 88}"
214,S018,2024/2025,9,Q2,2025-01-31,"{""pendidikan_agama"": 83, ""pendidikan_pancasila"": 85, ""bahasa_indonesia"": 89, ""matematika"": 97, ""bahasa_inggris"": 92, ""fisika"": 69, ""kimia"": 82, ""biologi"": 61, ""sosiologi"": 90, ""ekonomi"": 66, ""geografi"": 78, ""pjok"": 86, ""informatika"": 65, ""seni_dan_prakarya"": 67}"
215,S018,2024/2025,9,Q3,2025-04-30,"{""pendidikan_agama"": 69, ""pendidikan_pancasila"": 82, ""bahasa_indonesia"": 79, ""matematika"": 81, ""bahasa_inggris"": 89, ""fisika"": 73, ""kimia"": 93, ""biologi"": 90, ""sosiologi"": 82, ""ekonomi"": 90, ""geografi"": 66, ""pjok"": 88, ""informatika"": 88, ""seni_dan_prakarya"": 80}"
216,S018,2024/2025,9,Q4,2025-07-31,"{""pendidikan_agama"": 64, ""pendidikan_pancasila"": 79, ""bahasa_indonesia"": 62, ""matematika"": 67, ""bahasa_inggris"": 61, ""fisika"": 81, ""kimia"": 66, ""biologi"": 70, ""sosiologi"": 75, ""ekonomi"": 93, ""geografi"": 71, ""pjok"": 95, ""informatika"": 70, ""seni_dan_prakarya"": 81}"
217,S019,2022/2023,7,Q1,2022-10-31,"{""pendidikan_agama"": 95, ""pendidikan_pancasila"": 87, ""bahasa_indonesia"": 89, ""matematika"": 74, ""bahasa_inggris"": 85, ""fisika"": 100, ""kimia"": 71, ""biologi"": 71, ""sosiologi"": 100, ""ekonomi"": 87, ""geografi"": 85, ""pjok"": 61, ""informatika"": 99, ""seni_dan_prakarya"": 72}"
218,S019,2022/2023,7,Q2,2023-01-31,"{""pendidikan_agama"": 88, ""pendidikan_pancasila"": 97, ""bahasa_indonesia"": 87, ""matematika"": 84, ""bahasa_inggris"": 60, ""fisika"": 73, ""kimia"": 73, ""biologi"": 77, ""sosiologi"": 64, ""ekonomi"": 96, ""geografi"": 66, ""pjok"": 94, ""informatika"": 71, ""seni_dan_prakarya"": 83}"
219,S019,2022/2023,7,Q3,2023-04-30,"{""pendidikan_agama"": 80, ""pendidikan_pancasila"": 72, ""bahasa_indonesia"": 89, ""matematika"": 67, ""bahasa_inggris"": 76, ""fisika"": 91, ""kimia"": 93, ""biologi"": 100, ""sosiologi"": 80, ""ekonomi"": 98, ""geografi"": 84, ""pjok"": 99, ""informatika"": 85, ""seni_dan_prakarya"": 97}"
220,S019,2022/2023,7,Q4,2023-07-31,"{""pendidikan_agama"": 67, ""pendidikan_pancasila"": 82, ""bahasa_indonesia"": 82, ""matematika"": 89, ""bahasa_inggris"": 99, ""fisika"": 71, ""kimia"": 79, ""biologi"": 99, ""sosiologi"": 97, ""ekonomi"": 65, ""geografi"": 68, ""pjok"": 80, ""informatika"": 67, ""seni_dan_prakarya"": 75}"
221,S019,2023/2024,8,Q1,2023-10-31,"{""pendidikan_agama"": 79, ""pendidikan_pancasila"": 67, ""bahasa_indonesia"": 71, ""matematika"": 83, ""bahasa_inggris"": 69, ""fisika"": 92, ""kimia"": 84, ""biologi"": 86, ""sosiologi"": 98, ""ekonomi"": 68, ""geografi"": 96, ""pjok"": 84, ""informatika"": 87, ""seni_dan_prakarya"": 71}"
222,S019,2023/2024,8,Q2,2024-01-31,"{""pendidikan_agama"": 91, ""pendidikan_pancasila"": 100, ""bahasa_indonesia"": 94, ""matematika"": 71, ""bahasa_inggris"": 95, ""fisika"": 70, ""kimia"": 91, ""biologi"": 78, ""sosiologi"": 68, ""ekonomi"": 71, ""geografi"": 80, ""pjok"": 88, ""informatika"": 99, ""seni_dan_prakarya"": 63}"
223,S019,2023/2024,8,Q3,2024-04-30,"{""pendidikan_agama"": 82, ""pendidikan_pancasila"": 60, ""bahasa_indonesia"": 91, ""matematika"": 68, ""bahasa_inggris"": 72, ""fisika"": 84, ""kimia"": 95, ""biologi"": 92, ""sosiologi"": 91, ""ekonomi"": 86, ""geografi"": 91, ""pjok"": 86, ""informatika"": 88, ""seni_dan_prakarya"": 91}"
224,S019,2023/2024,8,Q4,2024-07-31,"{""pendidikan_agama"": 70, ""pendidikan_pancasila"": 65, ""bahasa_indonesia"": 96, ""matematika"": 61, ""bahasa_inggris"": 74, ""fisika"": 78, ""kimia"": 62, ""biologi"": 77, ""sosiologi"": 74, ""ekonomi"": 94, ""geografi"": 78, ""pjok"": 70, ""informatika"": 89, ""seni_dan_prakarya"": 96}"
225,S019,2024/2025,9,Q1,2024-10-31,"{""pendidikan_agama"": 91, ""pendidikan_pancasila"": 95, ""bahasa_indonesia"": 92, ""matematika"": 67, ""bahasa_inggris"": 96, ""fisika"": 67, ""kimia"": 77, ""biologi"": 94, ""sosiologi"": 83, ""ekonomi"": 94, ""geografi"": 62, ""pjok"": 88, ""informatika"": 94, ""seni_dan_prakarya"": 73}"
226,S019,2024/2025,9,Q2,2025-01-31,"{""pendidikan_agama"": 87, ""pendidikan_pancasila"": 66, ""bahasa_indonesia"": 75, ""matematika"": 79, ""bahasa_inggris"": 62, ""fisika"": 88, ""kimia"": 76, ""biologi"": 82, ""sosiologi"": 65, ""ekonomi"": 88, ""geografi"": 67, ""pjok"": 75, ""informatika"": 73, ""seni_dan_prakarya"": 97}"
227,S019,2024/2025,9,Q3,2025-04-30,"{""pendidikan_agama"": 82, ""pendidikan_pancasila"": 99, ""bahasa_indonesia"": 100, ""matematika"": 87, ""bahasa_inggris"": 70, ""fisika"": 99, ""kimia"": 68, ""biologi"": 73, ""sosiologi"": 73, ""ekonomi"": 63, ""geografi"": 96, ""pjok"": 82, ""informatika"": 94, ""seni_dan_prakarya"": 77}"
228,S019,2024/2025,9,Q4,2025-07-31,"{""pendidikan_agama"": 98, ""pendidikan_pancasila"": 94, ""bahasa_indonesia"": 70, ""matematika"": 80, ""bahasa_inggris"": 78, ""fisika"": 78, ""kimia"": 96, ""biologi"": 77, ""sosiologi"": 92, ""ekonomi"": 66, ""geografi"": 68, ""pjok"": 86, ""informatika"": 63, ""seni_dan_prakarya"": 77}"
229,S020,2022/2023,7,Q1,2022-10-31,"{""pendidikan_agama"": 68, ""pendidikan_pancasila"": 68, ""bahasa_indonesia"": 75, ""matematika"": 69, ""bahasa_inggris"": 80, ""fisika"": 75, ""kimia"": 85, ""biologi"": 91, ""sosiologi"": 69, ""ekonomi"": 96, ""geografi"": 100, ""pjok"": 77, ""informatika"": 100, ""seni_dan_prakarya"": 86}"
230,S020,2022/2023,7,Q2,2023-01-31,"{""pendidikan_agama"": 84, ""pendidikan_pancasila"": 88, ""bahasa_indonesia"": 64, ""matematika"": 100, ""bahasa_inggris"": 65, ""fisika"": 85, ""kimia"": 92, ""biologi"": 77, ""sosiologi"": 83, ""ekonomi"": 89, ""geografi"": 91, ""pjok"": 80, ""informatika"": 97, ""seni_dan_prakarya"": 60}"
231,S020,2022/2023,7,Q3,2023-04-30,"{""pendidikan_agama"": 65, ""pendidikan_pancasila"": 89, ""bahasa_indonesia"": 100, ""matematika"": 82, ""bahasa_inggris"": 64, ""fisika"": 94, ""kimia"": 85, ""biologi"": 73, ""sosiologi"": 87, ""ekonomi"": 73, ""geografi"": 91, ""pjok"": 77, ""informatika"": 80, ""seni_dan_prakarya"": 78}"
232,S020,2022/2023,7,Q4,2023-07-31,"{""pendidikan_agama"": 81, ""pendidikan_pancasila"": 95, ""bahasa_indonesia"": 96, ""matematika"": 68, ""bahasa_inggris"": 96, ""fisika"": 91, ""kimia"": 81, ""biologi"": 63, ""sosiologi"": 62, ""ekonomi"": 66, ""geografi"": 100, ""pjok"": 89, ""informatika"": 61, ""seni_dan_prakarya"": 67}"
233,S020,2023/2024,8,Q1,2023-10-31,"{""pendidikan_agama"": 70, ""pendidikan_pancasila"": 88, ""bahasa_indonesia"": 89, ""matematika"": 60, ""bahasa_inggris"": 87, ""fisika"": 72, ""kimia"": 68, ""biologi"": 79, ""sosiologi"": 70, ""ekonomi"": 77, ""geografi"": 65, ""pjok"": 83, ""informatika"": 76, ""seni_dan_prakarya"": 65}"
234,S020,2023/2024,8,Q2,2024-01-31,"{""pendidikan_agama"": 83, ""pendidikan_pancasila"": 70, ""bahasa_indonesia"": 63, ""matematika"": 85, ""bahasa_inggris"": 100, ""fisika"": 79, ""kimia"": 74, ""biologi"": 87, ""sosiologi"": 65, ""ekonomi"": 66, ""geografi"": 60, ""pjok"": 73, ""informatika"": 90, ""seni_dan_prakarya"": 64}"
235,S020,2023/2024,8,Q3,2024-04-30,"{""pendidikan_agama"": 68, ""pendidikan_pancasila"": 97, ""bahasa_indonesia"": 74, ""matematika"": 93, ""bahasa_inggris"": 88, ""fisika"": 60, ""kimia"": 60, ""biologi"": 81, ""sosiologi"": 67, ""ekonomi"": 87, ""geografi"": 68, ""pjok"": 90, ""informatika"": 64, ""seni_dan_prakarya"": 74}"
236,S020,2023/2024,8,Q4,2024-07-31,"{""pendidikan_agama"": 84, ""pendidikan_pancasila"": 65, ""bahasa_indonesia"": 66, ""matematika"": 66, ""bahasa_inggris"": 80, ""fisika"": 83, ""kimia"": 79, ""biologi"": 68, ""sosiologi"": 84, ""ekonomi"": 68, ""geografi"": 69, ""pjok"": 64, ""informatika"": 93, ""seni_dan_prakarya"": 96}"
237,S020,2024/2025,9,Q1,2024-10-31,"{""pendidikan_agama"": 60, ""pendidikan_pancasila"": 99, ""bahasa_indonesia"": 70, ""matematika"": 88, ""bahasa_inggris"": 82, ""fisika"": 73, ""kimia"": 100, ""biologi"": 69, ""sosiologi"": 86, ""ekonomi"": 99, ""geografi"": 88, ""pjok"": 73, ""informatika"": 65, ""seni_dan_prakarya"": 66}"
238,S020,2024/2025,9,Q2,2025-01-31,"{""pendidikan_agama"": 68, ""pendidikan_pancasila"": 67, ""bahasa_indonesia"": 97, ""matematika"": 84, ""bahasa_inggris"": 82, ""fisika"": 87, ""kimia"": 80, ""biologi"": 68, ""sosiologi"": 75, ""ekonomi"": 77, ""geografi"": 65, ""pjok"": 75, ""informatika"": 95, ""seni_dan_prakarya"": 98}"
239,S020,2024/2025,9,Q3,2025-04-30,"{""pendidikan_agama"": 98, ""pendidikan_pancasila"": 98, ""bahasa_indonesia"": 78, ""matematika"": 61, ""bahasa_inggris"": 79, ""fisika"": 73, ""kimia"": 93, ""biologi"": 98, ""sosiologi"": 92, ""ekonomi"": 72, ""geografi"": 85, ""pjok"": 78, ""informatika"": 63, ""seni_dan_prakarya"": 75}"
240,S020,2024/2025,9,Q4,2025-07-31,"{""pendidikan_agama"": 91, ""pendidikan_pancasila"": 84, ""bahasa_indonesia"": 67, ""matematika"": 75, ""bahasa_inggris"": 91, ""fisika"": 100, ""kimia"": 98, ""biologi"": 64, ""sosiologi"": 93, ""ekonomi"": 60, ""geografi"": 83, ""pjok"": 80, ""informatika"": 68, ""seni_dan_prakarya"": 84}"
241,S021,2022/2023,7,Q1,2022-10-31,"{""pendidikan_agama"": 96, ""pendidikan_pancasila"": 86, ""bahasa_indonesia"": 83, ""matematika"": 94, ""bahasa_inggris"": 71, ""fisika"": 90, ""kimia"": 64, ""biologi"": 61, ""sosiologi"": 97, ""ekonomi"": 64, ""geografi"": 60, ""pjok"": 76, ""informatika"": 73, ""seni_dan_prakarya"": 62}"
242,S021,2022/2023,7,Q2,2023-01-31,"{""pendidikan_agama"": 63, ""pendidikan_pancasila"": 85, ""bahasa_indonesia"": 92, ""matematika"": 78, ""bahasa_inggris"": 100, ""fisika"": 92, ""kimia"": 86, ""biologi"": 87, ""sosiologi"": 85, ""ekonomi"": 65, ""geografi"": 100, ""pjok"": 94, ""informatika"": 94, ""seni_dan_prakarya"": 99}"
243,S021,2022/2023,7,Q3,2023-04-30,"{""pendidikan_agama"": 69, ""pendidikan_pancasila"": 77, ""bahasa_indonesia"": 65, ""matematika"": 79, ""bahasa_inggris"": 65, ""fisika"": 92, ""kimia"": 73, ""biologi"": 69, ""sosiologi"": 94, ""ekonomi"": 80, ""geografi"": 85, ""pjok"": 97, ""informatika"": 100, ""seni_dan_prakarya"": 64}"
244,S021,2022/2023,7,Q4,2023-07-31,"{""pendidikan_agama"": 79, ""pendidikan_pancasila"": 87, ""bahasa_indonesia"": 75, ""matematika"": 63, ""bahasa_inggris"": 75, ""fisika"": 65, ""kimia"": 87, ""biologi"": 67, ""sosiologi"": 89, ""ekonomi"": 99, ""geografi"": 98, ""pjok"": 63, ""informatika"": 79, ""seni_dan_prakarya"": 71}"
245,S021,2023/2024,8,Q1,2023-10-31,"{""pendidikan_agama"": 67, ""pendidikan_pancasila"": 60, ""bahasa_indonesia"": 68, ""matematika"": 60, ""bahasa_inggris"": 70, ""fisika"": 91, ""kimia"": 82, ""biologi"": 93, ""sosiologi"": 93, ""ekonomi"": 76, ""geografi"": 70, ""pjok"": 83, ""informatika"": 68, ""seni_dan_prakarya"": 77}"
246,S021,2023/2024,8,Q2,2024-01-31,"{""pendidikan_agama"": 67, ""pendidikan_pancasila"": 61, ""bahasa_indonesia"": 81, ""matematika"": 87, ""bahasa_inggris"": 77, ""fisika"": 93, ""kimia"": 64, ""biologi"": 76, ""sosiologi"": 96, ""ekonomi"": 100, ""geografi"": 64, ""pjok"": 91, ""informatika"": 89, ""seni_dan_prakarya"": 92}"
247,S021,2023/2024,8,Q3,2024-04-30,"{""pendidikan_agama"": 83, ""pendidikan_pancasila"": 63, ""bahasa_indonesia"": 91, ""matematika"": 96, ""bahasa_inggris"": 70, ""fisika"": 83, ""kimia"": 70, ""biologi"": 76, ""sosiologi"": 66, ""ekonomi"": 96, ""geografi"": 67, ""pjok"": 74, ""informatika"": 92, ""seni_dan_prakarya"": 60}"
248,S021,2023/2024,8,Q4,2024-07-31,"{""pendidikan_agama"": 62, ""pendidikan_pancasila"": 60, ""bahasa_indonesia"": 75, ""matematika"": 62, ""bahasa_inggris"": 90, ""fisika"": 83, ""kimia"": 84, ""biologi"": 69, ""sosiologi"": 71, ""ekonomi"": 62, ""geografi"": 95, ""pjok"": 86, ""informatika"": 74, ""seni_dan_prakarya"": 80}"
249,S021,2024/2025,9,Q1,2024-10-31,"{""pendidikan_agama"": 75, ""pendidikan_pancasila"": 86, ""bahasa_indonesia"": 80, ""matematika"": 77, ""bahasa_inggris"": 64, ""fisika"": 96, ""kimia"": 83, ""biologi"": 67, ""sosiologi"": 92, ""ekonomi"": 63, ""geografi"": 71, ""pjok"": 74, ""informatika"": 93, ""seni_dan_prakarya"": 62}"
250,S021,2024/2025,9,Q2,2025-01-31,"{""pendidikan_agama"": 85, ""pendidikan_pancasila"": 64, ""bahasa_indonesia"": 89, ""matematika"": 78, ""bahasa_inggris"": 79, ""fisika"": 80, ""kimia"": 65, ""biologi"": 95, ""sosiologi"": 89, ""ekonomi"": 60, ""geografi"": 83, ""pjok"": 72, ""informatika"": 78, ""seni_dan_prakarya"": 96}"
251,S021,2024/2025,9,Q3,2025-04-30,"{""pendidikan_agama"": 79, ""pendidikan_pancasila"": 99, ""bahasa_indonesia"": 75, ""matematika"": 89, ""bahasa_inggris"": 83, ""fisika"": 97, ""kimia"": 91, ""biologi"": 72, ""sosiologi"": 94, ""ekonomi"": 75, ""geografi"": 69, ""pjok"": 60, ""informatika"": 86, ""seni_dan_prakarya"": 61}"
252,S021,2024/2025,9,Q4,2025-07-31,"{""pendidikan_agama"": 74, ""pendidikan_pancasila"": 94, ""bahasa_indonesia"": 82, ""matematika"": 100, ""bahasa_inggris"": 60, ""fisika"": 81, ""kimia"": 60, ""biologi"": 84, ""sosiologi"": 79, ""ekonomi"": 66, ""geografi"": 73, ""pjok"": 93, ""informatika"": 75, ""seni_dan_prakarya"": 86}"
253,S022,2022/2023,7,Q1,2022-10-31,"{""pendidikan_agama"": 91, ""pendidikan_pancasila"": 63, ""bahasa_indonesia"": 69, ""matematika"": 77, ""bahasa_inggris"": 65, ""fisika"": 62, ""kimia"": 74, ""biologi"": 93, ""sosiologi"": 86, ""ekonomi"": 83, ""geografi"": 89, ""pjok"": 65, ""informatika"": 97, ""seni_dan_prakarya"": 66}"
254,S022,2022/2023,7,Q2,2023-01-31,"{""pendidikan_agama"": 92, ""pendidikan_pancasila"": 68, ""bahasa_indonesia"": 100, ""matematika"": 85, ""bahasa_inggris"": 64, ""fisika"": 97, ""kimia"": 96, ""biologi"": 63, ""sosiologi"": 87, ""ekonomi"": 68, ""geografi"": 75, ""pjok"": 78, ""informatika"": 76, ""seni_dan_prakarya"": 80}"
255,S022,2022/2023,7,Q3,2023-04-30,"{""pendidikan_agama"": 85, ""pendidikan_pancasila"": 80, ""bahasa_indonesia"": 80, ""matematika"": 88, ""bahasa_inggris"": 77, ""fisika"": 74, ""kimia"": 64, ""biologi"": 72, ""sosiologi"": 68, ""ekonomi"": 97, ""geografi"": 66, ""pjok"": 69, ""informatika"": 66, ""seni_dan_prakarya"": 70}"
256,S022,2022/2023,7,Q4,2023-07-31,"{""pendidikan_agama"": 88, ""pendidikan_pancasila"": 89, ""bahasa_indonesia"": 80, ""matematika"": 86, ""bahasa_inggris"": 67, ""fisika"": 94, ""kimia"": 82, ""biologi"": 73, ""sosiologi"": 88, ""ekonomi"": 79, ""geografi"": 89, ""pjok"": 76, ""informatika"": 67, ""seni_dan_prakarya"": 65}"
257,S022,2023/2024,8,Q1,2023-10-31,"{""pendidikan_agama"": 70, ""pendidikan_pancasila"": 79, ""bahasa_indonesia"": 98, ""matematika"": 62, ""bahasa_inggris"": 73, ""fisika"": 80, ""kimia"": 69, ""biologi"": 65, ""sosiologi"": 75, ""ekonomi"": 82, ""geografi"": 85, ""pjok"": 92, ""informatika"": 63, ""seni_dan_prakarya"": 79}"
258,S022,2023/2024,8,Q2,2024-01-31,"{""pendidikan_agama"": 76, ""pendidikan_pancasila"": 71, ""bahasa_indonesia"": 61, ""matematika"": 85, ""bahasa_inggris"": 88, ""fisika"": 95, ""kimia"": 95, ""biologi"": 75, ""sosiologi"": 66, ""ekonomi"": 89, ""geografi"": 66, ""pjok"": 68, ""informatika"": 67, ""seni_dan_prakarya"": 60}"
259,S022,2023/2024,8,Q3,2024-04-30,"{""pendidikan_agama"": 63, ""pendidikan_pancasila"": 74, ""bahasa_indonesia"": 68, ""matematika"": 72, ""bahasa_inggris"": 85, ""fisika"": 83, ""kimia"": 100, ""biologi"": 65, ""sosiologi"": 97, ""ekonomi"": 97, ""geografi"": 76, ""pjok"": 64, ""informatika"": 61, ""seni_dan_prakarya"": 64}"
260,S022,2023/2024,8,Q4,2024-07-31,"{""pendidikan_agama"": 72, ""pendidikan_pancasila"": 88, ""bahasa_indonesia"": 68, ""matematika"": 65, ""bahasa_inggris"": 81, ""fisika"": 67, ""kimia"": 62, ""biologi"": 89, ""sosiologi"": 63, ""ekonomi"": 70, ""geografi"": 96, ""pjok"": 87, ""informatika"": 85, ""seni_dan_prakarya"": 91}"
261,S022,2024/2025,9,Q1,2024-10-31,"{""pendidikan_agama"": 61, ""pendidikan_pancasila"": 84, ""bahasa_indonesia"": 87, ""matematika"": 71, ""bahasa_inggris"": 82, ""fisika"": 73, ""kimia"": 71, ""biologi"": 77, ""sosiologi"": 77, ""ekonomi"": 88, ""geografi"": 69, ""pjok"": 62, ""informatika"": 99, ""seni_dan_prakarya"": 99}"
262,S022,2024/2025,9,Q2,2025-01-31,"{""pendidikan_agama"": 99, ""pendidikan_pancasila"": 75, ""bahasa_indonesia"": 78, ""matematika"": 91, ""bahasa_inggris"": 86, ""fisika"": 95, ""kimia"": 90, ""biologi"": 63, ""sosiologi"": 65, ""ekonomi"": 77, ""geografi"": 84, ""pjok"": 68, ""informatika"": 86, ""seni_dan_prakarya"": 72}"
263,S022,2024/2025,9,Q3,2025-04-30,"{""pendidikan_agama"": 93, ""pendidikan_pancasila"": 75, ""bahasa_indonesia"": 100, ""matematika"": 94, ""bahasa_inggris"": 61, ""fisika"": 84, ""kimia"": 82, ""biologi"": 90, ""sosiologi"": 94, ""ekonomi"": 91, ""geografi"": 82, ""pjok"": 96, ""informatika"": 92, ""seni_dan_prakarya"": 80}"
264,S022,2024/2025,9,Q4,2025-07-31,"{""pendidikan_agama"": 84, ""pendidikan_pancasila"": 77, ""bahasa_indonesia"": 71, ""matematika"": 61, ""bahasa_inggris"": 80, ""fisika"": 98, ""kimia"": 74, ""biologi"": 61, ""sosiologi"": 77, ""ekonomi"": 63, ""geografi"": 90, ""pjok"": 93, ""informatika"": 82, ""seni_dan_prakarya"": 97}"
265,S023,2022/2023,7,Q1,2022-10-31,"{""pendidikan_agama"": 74, ""pendidikan_pancasila"": 70, ""bahasa_indonesia"": 66, ""matematika"": 75, ""bahasa_inggris"": 75, ""fisika"": 77, ""kimia"": 94, ""biologi"": 63, ""sosiologi"": 74, ""ekonomi"": 96, ""geografi"": 84, ""pjok"": 82, ""informatika"": 71, ""seni_dan_prakarya"": 71}"
266,S023,2022/2023,7,Q2,2023-01-31,"{""pendidikan_agama"": 75, ""pendidikan_pancasila"": 97, ""bahasa_indonesia"": 80, ""matematika"": 82, ""bahasa_inggris"": 97, ""fisika"": 61, ""kimia"": 82, ""biologi"": 96, ""sosiologi"": 96, ""ekonomi"": 69, ""geografi"": 96, ""pjok"": 72, ""informatika"": 91, ""seni_dan_prakarya"": 94}"
267,S023,2022/2023,7,Q3,2023-04-30,"{""pendidikan_agama"": 79, ""pendidikan_pancasila"": 71, ""bahasa_indonesia"": 91, ""matematika"": 62, ""bahasa_inggris"": 65, ""fisika"": 63, ""kimia"": 74, ""biologi"": 98, ""sosiologi"": 74, ""ekonomi"": 61, ""geografi"": 93, ""pjok"": 90, ""informatika"": 60, ""seni_dan_prakarya"": 81}"
268,S023,2022/2023,7,Q4,2023-07-31,"{""pendidikan_agama"": 99, ""pendidikan_pancasila"": 72, ""bahasa_indonesia"": 68, ""matematika"": 81, ""bahasa_inggris"": 71, ""fisika"": 80, ""kimia"": 63, ""biologi"": 61, ""sosiologi"": 69, ""ekonomi"": 97, ""geografi"": 69, ""pjok"": 67, ""informatika"": 93, ""seni_dan_prakarya"": 83}"
269,S023,2023/2024,8,Q1,2023-10-31,"{""pendidikan_agama"": 64, ""pendidikan_pancasila"": 83, ""bahasa_indonesia"": 85, ""matematika"": 97, ""bahasa_inggris"": 66, ""fisika"": 81, ""kimia"": 79, ""biologi"": 80, ""sosiologi"": 68, ""ekonomi"": 70, ""geografi"": 87, ""pjok"": 100, ""informatika"": 91, ""seni_dan_prakarya"": 80}"
270,S023,2023/2024,8,Q2,2024-01-31,"{""pendidikan_agama"": 71, ""pendidikan_pancasila"": 95, ""bahasa_indonesia"": 99, ""matematika"": 82, ""bahasa_inggris"": 74, ""fisika"": 97, ""kimia"": 71, ""biologi"": 84, ""sosiologi"": 79, ""ekonomi"": 78, ""geografi"": 68, ""pjok"": 71, ""informatika"": 60, ""seni_dan_prakarya"": 96}"
271,S023,2023/2024,8,Q3,2024-04-30,"{""pendidikan_agama"": 85, ""pendidikan_pancasila"": 96, ""bahasa_indonesia"": 62, ""matematika"": 71, ""bahasa_inggris"": 98, ""fisika"": 80, ""kimia"": 99, ""biologi"": 74, ""sosiologi"": 100, ""ekonomi"": 96, ""geografi"": 66, ""pjok"": 91, ""informatika"": 69, ""seni_dan_prakarya"": 81}"
272,S023,2023/2024,8,Q4,2024-07-31,"{""pendidikan_agama"": 64, ""pendidikan_pancasila"": 75, ""bahasa_indonesia"": 82, ""matematika"": 80, ""bahasa_inggris"": 70, ""fisika"": 100, ""kimia"": 65, ""biologi"": 100, ""sosiologi"": 81, ""ekonomi"": 88, ""geografi"": 60, ""pjok"": 76, ""informatika"": 73, ""seni_dan_prakarya"": 75}"
273,S023,2024/2025,9,Q1,2024-10-31,"{""pendidikan_agama"": 64, ""pendidikan_pancasila"": 82, ""bahasa_indonesia"": 76, ""matematika"": 66, ""bahasa_inggris"": 60, ""fisika"": 63, ""kimia"": 84, ""biologi"": 88, ""sosiologi"": 86, ""ekonomi"": 70, ""geografi"": 86, ""pjok"": 91, ""informatika"": 84, ""seni_dan_prakarya"": 82}"
274,S023,2024/2025,9,Q2,2025-01-31,"{""pendidikan_agama"": 94, ""pendidikan_pancasila"": 84, ""bahasa_indonesia"": 66, ""matematika"": 90, ""bahasa_inggris"": 96, ""fisika"": 74, ""kimia"": 70, ""biologi"": 88, ""sosiologi"": 64, ""ekonomi"": 62, ""geografi"": 78, ""pjok"": 61, ""informatika"": 80, ""seni_dan_prakarya"": 76}"
275,S023,2024/2025,9,Q3,2025-04-30,"{""pendidikan_agama"": 66, ""pendidikan_pancasila"": 64, ""bahasa_indonesia"": 81, ""matematika"": 70, ""bahasa_inggris"": 84, ""fisika"": 70, ""kimia"": 64, ""biologi"": 95, ""sosiologi"": 65, ""ekonomi"": 81, ""geografi"": 98, ""pjok"": 99, ""informatika"": 90, ""seni_dan_prakarya"": 61}"
276,S023,2024/2025,9,Q4,2025-07-31,"{""pendidikan_agama"": 87, ""pendidikan_pancasila"": 70, ""bahasa_indonesia"": 98, ""matematika"": 87, ""bahasa_inggris"": 70, ""fisika"": 63, ""kimia"": 66, ""biologi"": 81, ""sosiologi"": 73, ""ekonomi"": 72, ""geografi"": 86, ""pjok"": 95, ""informatika"": 94, ""seni_dan_prakarya"": 76}"
